tlex.fr:80 msnbot-157-55-39-169.search.msn.com - - [27/Jan/2017:07:07:56 +0100] "GET / HTTP/1.1" 200 2557 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1223 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1480 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4018 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3717 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:14 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 348 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:24 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /app/stats HTTP/1.1" 200 1321 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/js/ajax.js HTTP/1.1" 200 6555 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1479 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3717 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4018 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1224 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:34 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 348 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /app/stats HTTP/1.1" 200 1319 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4017 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/js/ajax.js HTTP/1.1" 200 6555 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1479 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3716 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1223 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:36 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:44 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /app/stats HTTP/1.1" 200 1318 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/js/ajax.js HTTP/1.1" 200 6555 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4017 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3717 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1480 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:50 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1224 "http://tlex.fr/app/stats" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:03:54 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 348 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:04 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:14 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:24 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET / HTTP/1.1" 200 11097 "http://tlex.fr/dav" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/js/ajax.js HTTP/1.1" 200 6555 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4017 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3717 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1224 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1480 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/css/telex.css HTTP/1.1" 200 2738 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /prog/js/telex.js HTTP/1.1" 200 1716 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/upl1485381080.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web00fcfa7066.png HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/upl1485381080.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/web6b7e03401b.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web89ea757222.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/webe58fb34694.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web99c387a0c3.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/web10eac0aca5.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/web3a4c17274c.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/web6313b21ddf.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web6cf53db4dc.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/tlxe040bf3ede.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web5f98d1fe91.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/webb76ab94622.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/web1c7709bcc9.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/webe703df1a7d.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/webac9de9a4f8.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/upl1480435364.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/mini/upl1480510859.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:29 +0100] "GET /img/full/upl1483732887.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:30 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 348 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:40 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:50 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET / HTTP/1.1" 200 11144 "http://tlex.fr/dav" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/js/ajax.js HTTP/1.1" 200 6555 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/js/utils.js HTTP/1.1" 200 4017 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/css/global.css HTTP/1.1" 200 3717 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/css/pictos.css HTTP/1.1" 200 1480 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/css/main.css HTTP/1.1" 200 1224 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/js/telex.js HTTP/1.1" 200 1716 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/css/telex.css HTTP/1.1" 200 2738 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /prog/css/fa.css HTTP/1.1" 200 7399 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/upl1485381080.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/tlxe040bf3ede.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/upl1485381080.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web00fcfa7066.png HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/web6b7e03401b.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web89ea757222.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/webe58fb34694.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web99c387a0c3.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/web10eac0aca5.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/web3a4c17274c.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/web6313b21ddf.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web6cf53db4dc.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/webb76ab94622.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web5f98d1fe91.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/web1c7709bcc9.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/webac9de9a4f8.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/webe703df1a7d.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/full/upl1483732887.jpg HTTP/1.1" 304 182 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:16:04:58 +0100] "GET /img/mini/upl1480435364.jpg HTTP/1.1" 304 181 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
